Gene,Ranks,gene_name
RPS6,0.036339246894582435,RPS6
CNN2,0.0363139088179552,CNN2
KRTAP12-1,0.036306005325777845,KRTAP12-1
VAMP3,0.03629084274516146,VAMP3
AL162231.1,0.036271197872212925,AL162231.1
KIF26A,0.03625089042882344,KIF26A
MOSPD2,0.03622969969831531,MOSPD2
IL1A,0.036227670108707,IL1A
FLVCR2,0.03618403046416016,FLVCR2
BHLHE40,0.036181782819968776,BHLHE40
RTN4RL1,0.0361496806633041,RTN4RL1
H2AC21,0.036146017096037625,H2AC21
GFI1,0.03612231568718327,GFI1
WSB2,0.036105722672382184,WSB2
CMTM6,0.03604976218950378,CMTM6
ARRDC4,0.036027738651228,ARRDC4
ZNFX1,0.036007708209896114,ZNFX1
RAB33A,0.036000645615557866,RAB33A
GPX4,0.03594278585591076,GPX4
TDRD9,0.035906492337108006,TDRD9
F8A2,0.03589375299716743,F8A2
NKAPL,0.03579202922661513,NKAPL
DHRS7,0.0357201882581555,DHRS7
ALPI,0.03563964574384087,ALPI
CBWD2,0.03562112171985469,CBWD2
ZNF600,0.03557186751274992,ZNF600
MEFV,0.03557036136313331,MEFV
AP003419.1,0.0355224294478501,AP003419.1
PRAM1,0.03550701707962517,PRAM1
TAGLN2,0.03549175370902605,TAGLN2
AC093525.2,0.0354826344442887,AC093525.2
NADK,0.03547987246464229,NADK
COP1,0.03539135051281448,COP1
LSP1,0.03538458028062031,LSP1
CXCL5,0.03536596326189818,CXCL5
VPS29,0.03532998615244864,VPS29
MORN2,0.03526706849954094,MORN2
OR2AE1,0.035231278035324304,OR2AE1
ZNF703,0.03513350467068638,ZNF703
FAM25C,0.035129678527325535,FAM25C
CDA,0.03511213715871452,CDA
AC010463.1,0.03497753498965195,AC010463.1
TNFRSF9,0.034971544101352774,TNFRSF9
NR4A1,0.03490928935204465,NR4A1
L34079.1,0.03490091910479345,L34079.1
CLEC10A,0.034865886341671655,CLEC10A
WDR63,0.0348161632672591,WDR63
FAM49B,0.034793397635144434,FAM49B
AC005943.1,0.03476142681928895,AC005943.1
PSMC2,0.034759890217424004,PSMC2
SMIM1,0.03475912216333262,SMIM1
SLC16A4,0.03475046014635791,SLC16A4
SLC7A4,0.03473889407888377,SLC7A4
TBC1D10B,0.03473053495118361,TBC1D10B
RPL27A,0.034717034563056116,RPL27A
BOK,0.03461419866938405,BOK
ZRANB1,0.03457562680687565,ZRANB1
CRADD,0.034570070434741966,CRADD
KRT8,0.03453969569930718,KRT8
TMEM198,0.034516189418217054,TMEM198
NIBAN2,0.034490746885753265,NIBAN2
MAMLD1,0.03439762426625235,MAMLD1
RNF207,0.03437266951493607,RNF207
TSPAN17,0.034333787667312786,TSPAN17
ATP8B4,0.03427779015098716,ATP8B4
NFAM1,0.03425694298890803,NFAM1
KLHDC7B,0.03424220623881904,KLHDC7B
NFE2L2,0.03423429650236276,NFE2L2
AC015813.2,0.03422624085922378,AC015813.2
TCTEX1D4,0.034214702219239855,TCTEX1D4
TIMP3,0.03421375959023369,TIMP3
GPR108,0.034171467205964916,GPR108
THBS1,0.03410348637306394,THBS1
CCL4,0.0340943047180449,CCL4
ZC3H12A,0.034064725910425565,ZC3H12A
ANAPC15,0.03405979690508605,ANAPC15
TMBIM1,0.03397741537098669,TMBIM1
NUDT2,0.033968470134204586,NUDT2
PRADC1,0.03390282743403027,PRADC1
TPM3,0.03389530128748048,TPM3
HEATR9,0.033877031510447866,HEATR9
TMEM273,0.03382850026015065,TMEM273
SPACA3,0.033783575815380384,SPACA3
PRB3,0.0337711140438832,PRB3
MRPS33,0.03377037071494238,MRPS33
PICALM,0.03376270098378105,PICALM
NSMCE2,0.033733413256269565,NSMCE2
HOXB8,0.03372207376760499,HOXB8
LYPD6B,0.03372183079971376,LYPD6B
LYZ,0.03370585660737156,LYZ
PCDHGB5,0.033660159148660156,PCDHGB5
DDX39B,0.03365256882722243,DDX39B
CCDC194,0.03364106511189441,CCDC194
MPC1L,0.03360525247553087,MPC1L
ARVCF,0.03353765273185462,ARVCF
KIAA0895L,0.03351934317610968,KIAA0895L
TAP1,0.03345877077317304,TAP1
CD68,0.03342801955025899,CD68
GPD1,0.03335596256262127,GPD1
SDR9C7,0.03333361410671847,SDR9C7
MPZL1,0.033316122424566066,MPZL1
ARPC4,0.033230903675907114,ARPC4
AKIRIN2,0.03317753409513202,AKIRIN2
PNMT,0.0331639550106942,PNMT
AGPAT2,0.033124165360506407,AGPAT2
RXFP4,0.032994493881388774,RXFP4
KDM4D,0.03294820225010171,KDM4D
SPACA9,0.032932860707069474,SPACA9
GSDMD,0.032908748820937764,GSDMD
ZNRD1,0.03287943349990105,ZNRD1
PCDHGA10,0.03284314391918864,PCDHGA10
KRT23,0.03282386352638102,KRT23
FZD9,0.03280193422410504,FZD9
NPC2,0.03278665439481655,NPC2
FANCD2OS,0.03274833006850406,FANCD2OS
IFI27L1,0.032722719538120226,IFI27L1
RFESD,0.03271046126321222,RFESD
KLHL30,0.03268954313362429,KLHL30
YIPF6,0.03264979515209359,YIPF6
PKN3,0.03261362736874975,PKN3
ZNF213,0.03259246061184471,ZNF213
CYFIP1,0.0325814414427625,CYFIP1
TGFB1I1,0.032564511431993945,TGFB1I1
HSPA12B,0.032557076324471725,HSPA12B
GLB1L3,0.032540307973646494,GLB1L3
PCDH12,0.03248848182811165,PCDH12
C6orf52,0.03243555936876854,C6orf52
OR1K1,0.03242748343356863,OR1K1
PABPN1L,0.03241578269346885,PABPN1L
PISD,0.03240252880972721,PISD
VPS33B,0.03238502240585266,VPS33B
MICA,0.032367530549021674,MICA
MRPL17,0.03233679888409755,MRPL17
SAMD4A,0.03232453423432465,SAMD4A
LBX2,0.032318461538967454,LBX2
CBR1,0.03229368583409261,CBR1
GTPBP2,0.03222528515970874,GTPBP2
HDDC2,0.03217236701332196,HDDC2
PPT2-EGFL8,0.03213655851919342,PPT2-EGFL8
TNFRSF18,0.03209844142214102,TNFRSF18
TIMP4,0.03202076767127515,TIMP4
GLB1L2,0.032018630249713215,GLB1L2
KDM6B,0.031993204453879834,KDM6B
CKAP2L,0.03198389215232182,CKAP2L
EMILIN2,0.03196879582017405,EMILIN2
SFT2D1,0.03196857955962706,SFT2D1
RAMP3,0.031952008568161494,RAMP3
DRAM1,0.03183579212812757,DRAM1
HOXA10,0.03179605342366978,HOXA10
TIAM1,0.031792962062994805,TIAM1
TMEM126B,0.031787721007670064,TMEM126B
FRAT1,0.031725897940492395,FRAT1
PCDH8,0.031725251161207994,PCDH8
S100A10,0.0316879313558554,S100A10
TMEM190,0.031671873893565884,TMEM190
ANKRD34A,0.03157885247510204,ANKRD34A
ZNF727,0.03152525005810626,ZNF727
ARPC5L,0.031498634215026924,ARPC5L
TPX2,0.03148810267455826,TPX2
B3GNT4,0.03143398951361252,B3GNT4
SEC14L1,0.03143297528959852,SEC14L1
PTGDS,0.03142270232762134,PTGDS
CIB3,0.0313866689282568,CIB3
LAP3,0.031371055506579294,LAP3
ENDOD1,0.03128545145429211,ENDOD1
SYNE4,0.0312795284030372,SYNE4
CROCC2,0.03126653687139962,CROCC2
ZBED1,0.03124105998746993,ZBED1
CSF2RA,0.03123767561667354,CSF2RA
TAF11L2,0.031213214871368772,TAF11L2
C20orf27,0.03120750448421126,C20orf27
MTX1,0.031204701416596457,MTX1
CU639417.1,0.031194086569112794,CU639417.1
CNEP1R1,0.031192267960834585,CNEP1R1
SPINK9,0.031190336810679776,SPINK9
BEX2,0.031075426896477944,BEX2
DRAP1,0.031071474571381222,DRAP1
CFDP1,0.031060509169332683,CFDP1
CAPZA1,0.031057237779358034,CAPZA1
AC008750.8,0.031056893660386577,AC008750.8
WSB1,0.031055205455368752,WSB1
FOLR2,0.03100224623407469,FOLR2
DOCK5,0.03099989726814878,DOCK5
NXN,0.03096279561225102,NXN
NDUFA5,0.030948859315904555,NDUFA5
ERF,0.030947749515826906,ERF
ARL2-SNX15,0.030925938552427007,ARL2-SNX15
CLSTN3,0.030918444856922057,CLSTN3
EFHB,0.030917476291183053,EFHB
MRAS,0.03087687169111618,MRAS
STON1,0.030862629537320066,STON1
C2,0.03085826432111353,C2
NPM2,0.030802477402293887,NPM2
WAS,0.030801755874248608,WAS
RXRA,0.030786078496718647,RXRA
ARPC5,0.03074934359948973,ARPC5
IGSF22,0.030716318946950854,IGSF22
HSPA1A,0.03069767157074808,HSPA1A
LAMTOR4,0.030692281884578655,LAMTOR4
SEPTIN8,0.03066287204354436,SEPTIN8
ARID3C,0.03066068372762196,ARID3C
MYCBP,0.030650179335825815,MYCBP
IGFALS,0.0306467934100578,IGFALS
KDELR3,0.030562153555002757,KDELR3
SULT1C4,0.030547411686961897,SULT1C4
ITGB1BP2,0.03052840936245052,ITGB1BP2
C9orf135,0.0304356177381304,C9orf135
DDX58,0.03042910712124184,DDX58
CALML4,0.030315976471015554,CALML4
GPR62,0.030284518905897995,GPR62
HKDC1,0.030280372982988885,HKDC1
ATP6V0A1,0.030277400466641066,ATP6V0A1
SSBP3,0.030259238992296954,SSBP3
ADGRG1,0.03025904180330711,ADGRG1
PLEKHA5,0.030176763373738476,PLEKHA5
TTLL4,0.030176153077895625,TTLL4
TRIM45,0.030122030296967403,TRIM45
RUFY4,0.030094854061848145,RUFY4
FNDC10,0.03006579279128315,FNDC10
AC097625.2,0.030055312443236597,AC097625.2
TLR8,0.030045612791777237,TLR8
GCH1,0.03003172388554893,GCH1
MYBPHL,0.029953565700340704,MYBPHL
EMP1,0.029930663078594977,EMP1
DRAXIN,0.029926180023670878,DRAXIN
AL049834.1,0.029885400165599384,AL049834.1
STX3,0.02986690936111125,STX3
ZNF32,0.02979993365397464,ZNF32
SPATA45,0.029779391866413405,SPATA45
AGAP1,0.029752273810292235,AGAP1
GPR3,0.029732966836551078,GPR3
PRDM1,0.029727315951750127,PRDM1
RBIS,0.029716741465169456,RBIS
ENTPD5,0.029710626571247387,ENTPD5
APOBEC3G,0.02970411058850256,APOBEC3G
METTL5,0.029703226998791098,METTL5
IFT52,0.029701430492041145,IFT52
PGGHG,0.029680987129103317,PGGHG
CCZ1B,0.02961436462253171,CCZ1B
C11orf1,0.029540009568084204,C11orf1
TUBB8,0.029517157429741547,TUBB8
AC015688.4,0.029492004502209367,AC015688.4
TANK,0.029491802989405423,TANK
C19orf53,0.02948406289858105,C19orf53
IMMP1L,0.029468860588621474,IMMP1L
PTS,0.02939619651011315,PTS
UNC45B,0.029389673695081168,UNC45B
GALR3,0.029382958540425556,GALR3
TOR1B,0.029368191441595203,TOR1B
CCDC58,0.02932187377406875,CCDC58
AC005551.1,0.029262369495816187,AC005551.1
PIGBOS1,0.02924619709124096,PIGBOS1
EGR2,0.029183685058068835,EGR2
AK8,0.02915472855523515,AK8
MICOS13,0.02912444549154659,MICOS13
PSMB9,0.029116195739941692,PSMB9
SLC43A2,0.029106076853954353,SLC43A2
RIDA,0.02908268380440019,RIDA
PLPPR3,0.029030422272080848,PLPPR3
UBE2D3,0.02900386266090771,UBE2D3
TPMT,0.028974172993567297,TPMT
B3GNTL1,0.028959896530653933,B3GNTL1
CTNNA1,0.028935955834861176,CTNNA1
PGD,0.028922159929698973,PGD
UBE2L6,0.028863237276916358,UBE2L6
MT1M,0.028861995779865653,MT1M
PDE1B,0.028800221294128396,PDE1B
NME1,0.02877010391327164,NME1
CLEC2A,0.028769843203853115,CLEC2A
UGT2B15,0.02876645108018655,UGT2B15
CAPG,0.028753797891333845,CAPG
IFIT5,0.02874610654740883,IFIT5
ETV3L,0.02872202576692374,ETV3L
ME3,0.02870855825507537,ME3
CHST8,0.028703706537633926,CHST8
SLC35D3,0.028699466513471168,SLC35D3
TAAR1,0.02867836534964222,TAAR1
PPA1,0.028655719012918593,PPA1
ARIH2OS,0.02862532462391695,ARIH2OS
XKR7,0.028601898429519924,XKR7
AP3S1,0.028543343097796083,AP3S1
C1orf194,0.028530240674136845,C1orf194
LAG3,0.02851411290363212,LAG3
TLCD2,0.028486256638144615,TLCD2
ASCL3,0.028460402657978202,ASCL3
PSMB10,0.02845970710060719,PSMB10
DYNC2LI1,0.028451819099478314,DYNC2LI1
TUSC1,0.028427548750156042,TUSC1
FCRLB,0.028401206989957035,FCRLB
WDR38,0.028384120718775552,WDR38
GNB3,0.028379592568710935,GNB3
STX1A,0.028355722974551755,STX1A
SUMO1,0.02832944471389363,SUMO1
LSM5,0.02831801274080534,LSM5
EMC2,0.028296677884456663,EMC2
CYB561,0.02829391154878839,CYB561
FAM166B,0.02829341329389454,FAM166B
RIN2,0.028268944884201758,RIN2
HOXA1,0.02825206396759233,HOXA1
NCKAP1,0.0281935747103316,NCKAP1
ATG7,0.02818335022036687,ATG7
SKA1,0.02814430491845472,SKA1
ETFRF1,0.028134948629874316,ETFRF1
RNF135,0.028115000929684875,RNF135
G6PD,0.02809883940429659,G6PD
EHD1,0.02809576631129303,EHD1
TCERG1L,0.028057446687227965,TCERG1L
C18orf21,0.02803194462757566,C18orf21
TOLLIP,0.027913792568811994,TOLLIP
TMEM88B,0.027863333295407237,TMEM88B
TATDN1,0.027829650204697323,TATDN1
MDP1,0.027812395888438462,MDP1
SLA,0.027794554161958012,SLA
H2AC16,0.027783855374038033,H2AC16
CDC14B,0.027770115907697204,CDC14B
GFOD2,0.02771376768999997,GFOD2
CAPNS2,0.02770835046310844,CAPNS2
PHF23,0.027704218577902114,PHF23
AC093827.5,0.027695374957939226,AC093827.5
RHOBTB1,0.027689008132166973,RHOBTB1
CLEC7A,0.027676800620949883,CLEC7A
CDKN2A,0.0276758124846013,CDKN2A
POC1A,0.027614412436489065,POC1A
ADTRP,0.02759813190745034,ADTRP
TMEM191B,0.02758835418564703,TMEM191B
HOXB6,0.027565556313449067,HOXB6
PTP4A3,0.027520329718806982,PTP4A3
GOLGA8O,0.027415577741320182,GOLGA8O
OOEP,0.027386867984518438,OOEP
AARD,0.027344296256864704,AARD
ATP5PB,0.027341765073991647,ATP5PB
CCR10,0.027327636585636805,CCR10
SFR1,0.027311323779664866,SFR1
CCDC124,0.027308209207615734,CCDC124
TTC26,0.027178220704991235,TTC26
C9orf129,0.027172557299688295,C9orf129
NDUFAF1,0.027168587425838237,NDUFAF1
HJURP,0.027075033803570375,HJURP
PDGFD,0.027068191808332375,PDGFD
FOXD4L1,0.027046117657964837,FOXD4L1
APOBR,0.027038400632613153,APOBR
NUDT1,0.026965833883023014,NUDT1
PRTFDC1,0.026942338486575852,PRTFDC1
OTOF,0.02689201987345955,OTOF
LEFTY2,0.026822917244982033,LEFTY2
ANXA9,0.026796075886694363,ANXA9
CLIC5,0.026739462770716392,CLIC5
IL13RA1,0.026736197756311003,IL13RA1
PLAAT3,0.026644789920528066,PLAAT3
SEMA4B,0.026579372196113518,SEMA4B
RILPL1,0.026567114890362068,RILPL1
ATG10,0.026566178640349505,ATG10
SLC2A1,0.02655376739549218,SLC2A1
RPS3,0.026523456266374205,RPS3
PARP10,0.026510541340671392,PARP10
PTPN13,0.026508278393456056,PTPN13
TREM2,0.026413573545148113,TREM2
MRPL1,0.026381465041553937,MRPL1
AP000311.1,0.026338836554875088,AP000311.1
ANAPC10,0.026272026925279027,ANAPC10
MTLN,0.026258203072673413,MTLN
SRD5A3,0.026241888934819036,SRD5A3
RPS6KA1,0.02622433058628198,RPS6KA1
C1D,0.02622344734586668,C1D
C1QTNF12,0.026165914506927554,C1QTNF12
PDZD11,0.02615008796099176,PDZD11
GLYATL3,0.02612311134580737,GLYATL3
WWC3,0.025956214351665816,WWC3
SNX24,0.025833186205066916,SNX24
PTGR1,0.02583090350816045,PTGR1
SPATA12,0.025817992308169484,SPATA12
ARHGAP23,0.025778825779886314,ARHGAP23
MT-ND6,0.025756249257523667,MT-ND6
AL159163.1,0.025709869467885855,AL159163.1
PRAP1,0.02565597465619093,PRAP1
SULT1A2,0.02562720594959278,SULT1A2
MCTP1,0.02557424616622256,MCTP1
CDC123,0.025573794822404627,CDC123
ALDOA,0.02557049849442327,ALDOA
GIMAP7,0.025504032748818635,GIMAP7
CDK1,0.02549436893508709,CDK1
EFHD1,0.02546040157610918,EFHD1
LIPN,0.02544836970077218,LIPN
MRPL32,0.02539710515336584,MRPL32
PRR5L,0.02538418217236431,PRR5L
FGFR1OP2,0.025362127475023494,FGFR1OP2
ATP1A4,0.025335986236461196,ATP1A4
TMCO1,0.025304195108813987,TMCO1
RAPGEFL1,0.025269110727436133,RAPGEFL1
OR1J2,0.025246017470567355,OR1J2
PPT1,0.025190361249253033,PPT1
SRXN1,0.02517290919214414,SRXN1
ARHGAP15,0.025127953772876327,ARHGAP15
MAD2L1,0.025091145131837977,MAD2L1
SLC6A6,0.02508926938096534,SLC6A6
COPS4,0.02508680838529334,COPS4
SLC22A1,0.02507797940656256,SLC22A1
EAF2,0.025069303779290744,EAF2
UBA1,0.02506102445918527,UBA1
RBPJ,0.02504148328882825,RBPJ
SMIM35,0.025021303097963285,SMIM35
CCT8,0.02500017137778759,CCT8
WLS,0.024944787138847693,WLS
MGAM2,0.024908835223337363,MGAM2
AP000944.5,0.024853830878565495,AP000944.5
H2AC14,0.02483090969232449,H2AC14
ICAM3,0.024815353114067427,ICAM3
CNTD1,0.02479052744940679,CNTD1
TMEM127,0.024713947225585904,TMEM127
SPC24,0.02463684810298392,SPC24
BST2,0.02462979178957014,BST2
C20orf144,0.02457968020846649,C20orf144
CPEB4,0.024522622439729046,CPEB4
CELA2B,0.02449855163898282,CELA2B
EIF2AK2,0.024445296542587213,EIF2AK2
PRRG2,0.02440237588973098,PRRG2
GRK6,0.02433525041498468,GRK6
KRTAP19-8,0.024268233565932745,KRTAP19-8
WFIKKN1,0.024235619700960442,WFIKKN1
MRPS21,0.02421169032275599,MRPS21
MT1F,0.024202073416808426,MT1F
AP3M2,0.024162215100698593,AP3M2
RAB3D,0.024072631204775305,RAB3D
HPF1,0.024024590890650795,HPF1
DENND5A,0.02399707844786129,DENND5A
NDUFA7,0.02398796997151907,NDUFA7
UBE2S,0.023973613863184404,UBE2S
CORO6,0.02395994340760518,CORO6
ZNF208,0.023958972692018857,ZNF208
ITSN1,0.023954108038573677,ITSN1
NPIPA2,0.023935894068991857,NPIPA2
CCDC89,0.023883810361062564,CCDC89
XRRA1,0.023871213104026994,XRRA1
DTX2,0.023850503321040006,DTX2
SPTBN5,0.02384970114101237,SPTBN5
PSME3,0.023808046356588987,PSME3
CHAF1B,0.02379243937794451,CHAF1B
AC106886.6,0.0237619971728926,AC106886.6
ACTN1,0.023761715396757484,ACTN1
TESK2,0.02373815761908178,TESK2
RAC3,0.023719101190718978,RAC3
ACTR10,0.023699584659520375,ACTR10
EGLN3,0.0236890909862819,EGLN3
OR2B6,0.02368429978403185,OR2B6
LRRC43,0.023644914641689063,LRRC43
CMKLR1,0.023631397575381567,CMKLR1
RHOB,0.023614502515482277,RHOB
RAVER2,0.023599443197319082,RAVER2
OSBPL5,0.02358736276667053,OSBPL5
RD3L,0.023553573793027888,RD3L
EEF1E1,0.023526434248230102,EEF1E1
C11orf42,0.02349050496494123,C11orf42
VBP1,0.023471907018640967,VBP1
ATP5F1C,0.023437297031818093,ATP5F1C
AP000721.1,0.023418578880751106,AP000721.1
FAM174B,0.0234071642588498,FAM174B
LEPROT,0.02333523779893414,LEPROT
LPCAT2,0.023329178286424772,LPCAT2
HIGD1B,0.023262225683175645,HIGD1B
SCGB2B2,0.023261751234987717,SCGB2B2
TMEM178B,0.023219792539314058,TMEM178B
ATL1,0.02321044038246668,ATL1
SESN3,0.023205799700061938,SESN3
AC037459.1,0.023037230193272272,AC037459.1
SOAT2,0.02302854261769017,SOAT2
KRTAP10-6,0.023021326296524227,KRTAP10-6
AC004223.3,0.02299572121277783,AC004223.3
GADD45A,0.022969114236530433,GADD45A
AL355987.3,0.022958012104285736,AL355987.3
FAM72B,0.022952240635488935,FAM72B
MARCO,0.022943607850615527,MARCO
CREG2,0.022939371550570367,CREG2
BNIP1,0.022865314992839107,BNIP1
MINDY1,0.022865274174509717,MINDY1
LSMEM1,0.022836547453550335,LSMEM1
RGS18,0.022823226235695358,RGS18
KIF15,0.02279011982390829,KIF15
C1orf21,0.022777831990906394,C1orf21
PCYT1B,0.022771967555146364,PCYT1B
RHOV,0.022753894199822634,RHOV
PTTG2,0.022704464176327644,PTTG2
CTSW,0.022677527915424087,CTSW
VIL1,0.022676950888419416,VIL1
KLF16,0.022671916522353577,KLF16
GALM,0.022665497788174213,GALM
SHLD3,0.022635098495093042,SHLD3
TPST2,0.022621150856979844,TPST2
AC099489.1,0.022614615077690935,AC099489.1
FAM151A,0.022597713406255382,FAM151A
NCOA7,0.022582520425874927,NCOA7
ADM2,0.022581798222265817,ADM2
DYNLRB1,0.022519243349566474,DYNLRB1
AC012309.1,0.02249963081163835,AC012309.1
RAB1B,0.02248879384188965,RAB1B
AL136295.3,0.02244596949363675,AL136295.3
TRAPPC4,0.02242908984976266,TRAPPC4
SPC25,0.022405305031095248,SPC25
PAPSS1,0.022392805107355005,PAPSS1
MYOM2,0.022385688905218706,MYOM2
RPL13A,0.022378522819318878,RPL13A
PDGFC,0.022340058473308572,PDGFC
CMC4,0.02230736861184525,CMC4
SSNA1,0.022298535264088246,SSNA1
PTCRA,0.022270113507918944,PTCRA
GNAI2,0.022268156983510454,GNAI2
TCEAL8,0.022213738952532036,TCEAL8
PAK1,0.022196124474486326,PAK1
TTC12,0.022195266989550603,TTC12
MRGPRE,0.02217584367223797,MRGPRE
AC027644.4,0.02209059212073894,AC027644.4
PPIAL4A,0.022078352963167003,PPIAL4A
TMEM151A,0.022065932048100707,TMEM151A
POF1B,0.02203978887890708,POF1B
NUTM2E,0.022012995696054492,NUTM2E
PCDH1,0.02201064527534142,PCDH1
HSD17B8,0.02194256913293265,HSD17B8
EIF1AY,0.021931904378138006,EIF1AY
COMTD1,0.021925333957664665,COMTD1
NAT8,0.021892859721107903,NAT8
KRTAP10-11,0.02184784444127534,KRTAP10-11
BAD,0.021807499542264294,BAD
CETN3,0.02179672308507805,CETN3
MLKL,0.021777782610880456,MLKL
ARC,0.02177657794812828,ARC
NUMBL,0.021700234599522056,NUMBL
ENSA,0.02169272847759001,ENSA
GOLGA8N,0.021684181607656384,GOLGA8N
SDR42E2,0.021664797170698524,SDR42E2
SNCG,0.021617882252238062,SNCG
IER3,0.021591622335982927,IER3
RPS26,0.02156164338180617,RPS26
AC110275.1,0.021547498305499548,AC110275.1
AKIP1,0.02154033102808065,AKIP1
RMI2,0.02150810085509512,RMI2
C10orf143,0.021505471271711124,C10orf143
SLC22A18,0.021487417900511757,SLC22A18
QSOX1,0.021478667883771792,QSOX1
MRPL11,0.021416993175369388,MRPL11
PFKFB4,0.021411562915415665,PFKFB4
NUB1,0.02139021642429817,NUB1
RPSA,0.02136627868052817,RPSA
DCST2,0.021348102786114497,DCST2
ALKAL2,0.021341020769761604,ALKAL2
TRPC3,0.021321932912366448,TRPC3
AMZ2,0.02131988176397318,AMZ2
HSPA1B,0.02130898071907572,HSPA1B
SPOCD1,0.021288403844471327,SPOCD1
TMEM81,0.021269768837660328,TMEM81
PDCD6,0.021261735309201498,PDCD6
RIPOR1,0.021228029129084214,RIPOR1
UBXN11,0.021181961018054453,UBXN11
FRG1,0.02116089704715714,FRG1
XPNPEP2,0.021068979957745083,XPNPEP2
FST,0.0209968617159869,FST
NPIPA3,0.020992497212184023,NPIPA3
RDH16,0.020974877028293464,RDH16
JSRP1,0.020903192837288347,JSRP1
SKA3,0.02089740094124238,SKA3
CATSPER1,0.02088260725308041,CATSPER1
COMMD7,0.020861840580564797,COMMD7
CDCA3,0.020841085817029505,CDCA3
PLA2G10,0.020798286541441294,PLA2G10
MACROH2A2,0.02078931053060422,MACROH2A2
MSL1,0.020758706700276734,MSL1
GAST,0.020700963550931355,GAST
KRTAP5-8,0.020694663306735507,KRTAP5-8
CFAP45,0.02069277193553915,CFAP45
MOB3A,0.020667059802706108,MOB3A
FNDC7,0.020643836174390195,FNDC7
ST8SIA4,0.02056074817571135,ST8SIA4
IGSF23,0.02052175309640475,IGSF23
MOB2,0.020515395314242475,MOB2
ABRACL,0.020513180397922336,ABRACL
SPRED1,0.020500526695384873,SPRED1
VSIR,0.020493598015258952,VSIR
ANKH,0.020484614508157372,ANKH
DNAJC28,0.0204521027780553,DNAJC28
GGTLC3,0.020443782769805022,GGTLC3
NABP1,0.020435168632766086,NABP1
TTK,0.02042868999234166,TTK
CGAS,0.02041819222712002,CGAS
COA8,0.02040912297093304,COA8
TRIP4,0.020400887193871356,TRIP4
IQCG,0.020398499983163208,IQCG
MOCOS,0.02037478927553306,MOCOS
MAPK11,0.020293825611735938,MAPK11
NEXN,0.02029011863016376,NEXN
C19orf81,0.020289357990941875,C19orf81
PFN3,0.02028807104978856,PFN3
ABHD2,0.020237279755523377,ABHD2
HMGN3,0.020200398020242108,HMGN3
FOXH1,0.020150300052279333,FOXH1
LXN,0.020063268013934786,LXN
SAMD9,0.020059347624601785,SAMD9
RFC2,0.020022138740669337,RFC2
AC233992.2,0.020012229220840408,AC233992.2
COL13A1,0.019990221281542583,COL13A1
SP110,0.019967564024419165,SP110
HEY2,0.019924384404901647,HEY2
SEC61B,0.01986620520576453,SEC61B
GAL3ST2,0.019848021070433323,GAL3ST2
UCHL3,0.01980208602397907,UCHL3
AC005702.1,0.019797508832073492,AC005702.1
GP1BB,0.019792201163228277,GP1BB
CACNG1,0.019768701941651992,CACNG1
OCM2,0.019722980737799323,OCM2
EMP3,0.019699838499461966,EMP3
TRIM2,0.01964505912027434,TRIM2
AC011448.1,0.019644499133873367,AC011448.1
BCL2L2-PABPN1,0.01961230612347267,BCL2L2-PABPN1
SLAMF7,0.019582190783030973,SLAMF7
PHF24,0.019576956522884815,PHF24
FASLG,0.019530908657312933,FASLG
MFN2,0.019525089995430105,MFN2
H1-6,0.019496143435406427,H1-6
MTRNR2L8,0.019466304246431733,MTRNR2L8
TRIM22,0.019437604288677798,TRIM22
FAM20C,0.01942497084248572,FAM20C
CLDN5,0.019417393982118426,CLDN5
PTX3,0.01939946991473569,PTX3
GTPBP1,0.019390920222345225,GTPBP1
METTL18,0.019389545508382223,METTL18
ATP6V1B2,0.01938031146301473,ATP6V1B2
PTPMT1,0.01935571702961967,PTPMT1
TMCO2,0.019354046515590494,TMCO2
ARL8A,0.019295668978305244,ARL8A
CFAP97D1,0.01923963903002703,CFAP97D1
SLC35E2A,0.019210838762473252,SLC35E2A
SP100,0.01920341222982398,SP100
RWDD2B,0.019197396585585173,RWDD2B
VEGFC,0.019129960106039696,VEGFC
CCDC24,0.019101596206905287,CCDC24
RNF7,0.019099186179161075,RNF7
PECAM1,0.01904964920469253,PECAM1
MYL5,0.01898373123895657,MYL5
UBXN10,0.018960661502016852,UBXN10
VAT1,0.018880430724283852,VAT1
CCDC192,0.018860156590302903,CCDC192
MEIKIN,0.018828679370321382,MEIKIN
TLR7,0.018797656294354537,TLR7
C3orf62,0.018743042228716353,C3orf62
GNAZ,0.018737515334921444,GNAZ
SRPK3,0.01873495705098568,SRPK3
AC002996.1,0.018725209995187654,AC002996.1
VPS37C,0.0186759498186738,VPS37C
PRR16,0.01856152123086255,PRR16
TMEM50B,0.018516046924034763,TMEM50B
DMC1,0.018515763213147202,DMC1
LSS,0.018482154910709297,LSS
ZNF350,0.01846537672888302,ZNF350
CTF1,0.01845592677562046,CTF1
UBASH3A,0.018443324542322434,UBASH3A
CFLAR,0.01842268532762117,CFLAR
GPR65,0.018399966923745976,GPR65
RSPH1,0.018374941660053483,RSPH1
TRIM36,0.01836875137079896,TRIM36
KIF4A,0.01835150449159551,KIF4A
H3-4,0.018328909064361465,H3-4
AC069257.4,0.01832317180261363,AC069257.4
KIF2C,0.01828046661113552,KIF2C
NSA2,0.018266115763209547,NSA2
